Generation,Average_Fitness,Worst_Fit,Best_Fit
1,466.19474807826987,513.3836654112033,344.2575961587593
2,425.66023919530613,486.55970882587127,294.8366468127041
3,361.36931136877973,449.7814272139177,228.034034192696
4,308.0771488340656,384.1979906081711,183.85328326174871
5,251.3960782402356,325.96490521134507,137.04941973634251
6,210.92773110154488,283.6369513579722,137.04941973634251
7,167.1378693728142,218.96229570253732,115.73174155104653
8,139.63162131858164,179.59742015910646,104.57960706504107
9,124.35382096143825,143.6620928008483,87.95500807526224
10,114.09684807906179,131.54432607491486,82.79835589724978
11,107.55680400273168,122.467073255558,80.92288240680868
12,99.03962557851771,111.80570423246458,80.5516919621067
13,92.81473492343528,104.57960706504107,76.46446919991455
14,86.92219262978675,98.06279475079087,71.50215929779857
15,82.84116878457027,91.98344203594658,71.50215929779857
16,80.0754746309421,85.51962679207324,71.50215929779857
17,77.5160651489521,83.75676661071623,67.27175755027677
18,75.27307541460752,80.41885768804117,67.27175755027677
19,73.10008989773225,78.09612172985058,65.8121162227873
20,71.29246305880245,74.9677879457493,65.38010686559201
21,70.02421577795573,74.41109996749842,64.7492966407351
22,68.45923701830571,71.37515200985398,63.73578471058649
23,67.35726045445118,70.53865438558162,62.52375637654634
24,66.15581623347927,68.7242947802789,61.548978985121785
25,64.57418752360145,67.44376875272334,60.27579764771399
26,63.18239946184276,66.31532900224855,60.27579764771399
27,62.43132077092203,65.38010686559201,60.27579764771399
28,61.511154002102515,62.57388481097394,59.44920490810521
29,61.17961317596771,61.68029562394455,59.44920490810521
30,60.84312248347071,61.548978985121785,58.60574415550342
31,60.48694548740375,61.548978985121785,58.60574415550342
32,60.10260645569005,61.548978985121785,58.030087527538825
33,59.67002723116383,61.465116015700936,57.861211206326395
34,59.18557656310886,60.27579764771399,56.819744300764796
35,58.797174081724606,59.44920490810521,56.819744300764796
36,58.46869723379097,59.44920490810521,55.44951805450065
37,58.14237006992353,58.60574415550342,55.44951805450065
38,57.95867742089809,58.60574415550342,55.445148671871216
39,57.73183611671939,58.60574415550342,55.445148671871216
40,57.15455026660098,58.60574415550342,55.16486256409017
41,56.55671195630085,58.030087527538825,53.52068265437481
42,56.180425045546166,57.90234569653812,53.52068265437481
43,55.73687014812427,57.861211206326395,53.52068265437481
44,55.181816773472335,56.254944402146876,52.573448099083144
45,54.89951370359463,55.44951805450065,52.573448099083144
46,54.4994101939503,55.44951805450065,52.573448099083144
47,53.90658667729658,55.445148671871216,50.156231005455716
48,53.13678284408696,55.16486256409017,50.156231005455716
49,52.627357883359664,53.52068265437481,50.156231005455716
50,52.32281795809463,52.713631052931404,49.83697477762192
51,52.02145277370106,52.713631052931404,49.83697477762192
52,51.660935545167106,52.713631052931404,49.83697477762192
53,51.13195792772938,52.709261670301935,49.83697477762192
54,50.41165578779456,52.43334494515036,49.83697477762192
55,49.911420062622234,50.156231005455716,49.83697477762192
56,49.86036393612581,49.87594489767467,49.83697477762192
57,49.8509308061328,49.87594489767467,49.83697477762192
58,49.84218969088826,49.87594489767467,49.83697477762192
59,49.83889730597888,49.84134416025139,49.83697477762192
60,49.83811081710558,49.84134416025139,49.83697477762192
61,49.83723694057968,49.84134416025139,49.83697477762192
62,49.8369747776219,49.83697477762192,49.83697477762192
63,49.8369747776219,49.83697477762192,49.83697477762192
