Generation,Average_Fitness,Best_Fit,Worst_Fit
1,979.8805619956051,1085.569201451644,764.455458517235
2,977.9542728339527,1085.569201451644,730.2774109273059
3,959.8661455482209,1085.569201451644,730.2774109273059
4,954.5542987020847,1085.569201451644,730.2774109273059
5,951.2882999658683,1085.569201451644,683.7317488966385
6,922.4256553585718,1085.569201451644,683.7317488966385
7,924.5429302283749,1085.569201451644,683.7317488966385
8,898.2165132514485,1085.569201451644,662.8307397801501
9,883.3407366975958,1085.569201451644,662.8307397801501
10,851.5956101699834,1085.569201451644,562.9383668050097
11,847.8106530908549,1085.569201451644,562.9383668050097
12,826.1346545640345,1085.569201451644,562.9383668050097
13,817.093491787438,1085.569201451644,562.9383668050097
14,816.9420631452286,1085.569201451644,504.19877723564036
15,813.2919737455572,1085.569201451644,504.19877723564036
16,813.0123557683675,1085.569201451644,504.19877723564036
17,793.2896816843239,1085.569201451644,504.19877723564036
18,783.9525518535376,1025.5226483047109,562.9383668050097
19,795.950155423645,1022.2051371631408,592.596451017639
20,800.8516693633775,1001.372011448929,592.3991539063783
21,787.6236404090508,1000.2345925743709,592.3991539063783
22,780.7217657192417,1000.2345925743709,514.0982898520722
23,798.5008748747921,1000.2345925743709,514.0982898520722
24,791.4881108965992,1000.2345925743709,514.0982898520722
25,786.0189581315639,1000.2345925743709,514.0982898520722
26,774.475548933564,1000.2345925743709,473.9796877048255
27,742.1978117672548,1000.2345925743709,473.9796877048255
28,739.1149457407872,1000.2345925743709,494.0470126439342
29,747.7720102850915,1000.2345925743709,494.0470126439342
30,732.6003731270063,1000.2345925743709,494.0470126439342
31,731.000177801924,1000.2345925743709,494.0470126439342
32,701.4614077974177,1000.2345925743709,494.0470126439342
33,705.2269552909629,1000.2345925743709,494.0470126439342
34,695.4911713889634,1000.2345925743709,485.57379788514055
35,694.2742018483758,1000.2345925743709,485.57379788514055
36,694.5586309547207,1000.2345925743709,485.57379788514055
37,687.5842803739167,999.2411472759684,485.57379788514055
38,680.9280214549359,999.2411472759684,490.7054706471021
39,672.3786188505745,999.2411472759684,490.7054706471021
40,672.6560307997792,999.2411472759684,490.7054706471021
41,666.9763074425116,999.2411472759684,487.9479979115678
42,656.4372255438153,917.9891490686323,469.39189872353535
43,662.7125869281755,917.9891490686323,469.39189872353535
44,640.6343447274794,917.9891490686323,433.74587578060107
45,637.6253830733456,917.9891490686323,433.74587578060107
46,630.5968340053988,917.9891490686323,425.53446313295774
47,605.9924569261522,899.9528626111006,425.53446313295774
