Generation,Average_Fitness,Best_Fit,Worst_Fit
1,992.027297653065,1092.5098935608128,834.7300652207059
2,979.7754135123089,1066.2888239569659,815.4405134861638
3,962.7238963130449,1066.2888239569659,789.7188319706993
4,937.0247895009016,1066.2888239569659,709.1151851443942
5,928.6599749454083,1066.2888239569659,703.6707794548731
6,922.9459735835954,1059.4168877223656,703.6707794548731
7,915.8287635245105,1059.4168877223656,703.6707794548731
8,901.30278523874,1059.4168877223656,618.198317706455
9,884.8384171229299,1059.4168877223656,618.198317706455
10,884.9171151579832,1059.4168877223656,618.198317706455
11,881.7480053331169,1059.4168877223656,618.198317706455
12,878.6946927888981,1059.4168877223656,618.198317706455
13,866.6570691773131,1059.4168877223656,687.5081588162467
14,833.8178191290763,1043.0336323825086,601.2480921909438
15,835.1355790343086,1043.0336323825086,577.6859497272773
16,833.5623312809638,1043.0336323825086,633.0781880398196
17,812.4089898183526,1043.0336323825086,612.8706858467955
18,800.4355172566617,1043.0336323825086,598.2962008028505
19,787.9677806089853,1043.0336323825086,598.2962008028505
20,774.9443456755013,1043.0336323825086,597.2115464167913
21,772.479160466804,1043.0336323825086,597.2115464167913
22,758.8868573317372,1036.9292430543483,496.8619243766184
23,758.245971943108,1036.9292430543483,565.1937517573346
24,762.3615912543265,1036.9292430543483,565.1937517573346
25,756.1140274732567,1036.9292430543483,501.81175427926945
26,753.679350073978,1036.9292430543483,501.81175427926945
27,750.6317864829807,1036.9292430543483,501.81175427926945
28,742.229795885014,1036.9292430543483,501.81175427926945
29,737.3596097793255,1036.9292430543483,501.81175427926945
30,723.7550445871883,881.593547958936,501.81175427926945
31,720.1867191619525,881.593547958936,501.81175427926945
32,712.3763327903824,881.593547958936,501.81175427926945
33,708.0182905865177,876.087725335397,467.5053287151066
34,703.4584935159811,876.087725335397,467.5053287151066
35,699.2793065655746,869.0506129339459,467.5053287151066
36,688.4043962205502,869.0506129339459,467.5053287151066
37,694.3950523198664,869.0506129339459,519.2324710616784
38,675.6729884316654,869.0506129339459,474.19005196810446
39,668.1262766880135,869.0506129339459,444.1987192911197
40,654.3485559141426,867.5676713824972,444.1987192911197
41,661.7691064218874,867.5676713824972,444.1987192911197
42,667.7227287991456,867.5676713824972,505.5668423754049
43,671.1764686275346,867.5676713824972,505.5668423754049
44,661.3638517234638,902.2585734466853,505.5668423754049
45,656.8224057182038,902.2585734466853,471.54782234907196
46,643.3615625376412,902.2585734466853,446.1738468500318
47,634.6457041519275,902.2585734466853,446.1738468500318
48,629.7206769675186,902.2585734466853,446.1738468500318
49,609.737967814234,902.2585734466853,422.15130354174806
50,615.3519892346674,902.2585734466853,422.15130354174806
51,612.353702953556,887.3998904545122,422.15130354174806
52,603.506089964973,887.3998904545122,413.6631773443112
53,612.8295448673027,887.3998904545122,413.6631773443112
54,614.172155511037,887.3998904545122,448.50431663347246
55,613.6724676258066,887.3998904545122,448.50431663347246
56,602.0438560593767,770.5828008815324,432.13594549755436
57,605.0536135743874,770.5828008815324,448.50431663347246
58,613.2609290998113,770.5828008815324,456.69342436311086
59,609.2862870955346,770.5828008815324,456.69342436311086
60,604.853769184901,770.5828008815324,456.69342436311086
61,604.2472429777906,770.5828008815324,456.69342436311086
62,606.9445374472325,770.5828008815324,448.604079680154
63,605.6215927249636,748.0146131626325,448.604079680154
64,593.9242652675108,748.0146131626325,448.604079680154
65,588.7027087846765,748.0146131626325,441.55396020070884
66,572.8302794426684,703.4222099025759,430.0309989664396
67,561.361343509241,703.4222099025759,430.0309989664396
68,561.7697183724479,703.4222099025759,441.55396020070884
69,559.3507523270277,703.4222099025759,432.72172127860364
70,562.5976348305506,703.4222099025759,430.1287604656422
71,548.2502938915244,701.3227388581187,427.048647455555
72,552.5562989424812,701.3227388581187,427.048647455555
73,540.3870813726863,701.3227388581187,365.1876493473362
74,544.6469801927468,701.3227388581187,365.1876493473362
75,540.5742263814283,701.3227388581187,365.1876493473362
76,543.4828650114928,701.3227388581187,365.1876493473362
77,544.1404834584637,701.3227388581187,365.1876493473362
78,546.6891729088611,701.3227388581187,401.57324533102144
79,552.1625056349128,701.3227388581187,404.5738999478282
80,554.8314412250751,701.3227388581187,404.5738999478282
81,549.0447496733082,701.3227388581187,404.5738999478282
82,535.3766122525751,701.3227388581187,376.37930859189555
83,536.0144996423614,701.3227388581187,376.37930859189555
84,541.5674436170444,701.3227388581187,415.21022881376746
85,548.0935052864959,701.3227388581187,415.21022881376746
86,544.624571580049,701.3227388581187,415.21022881376746
87,553.9191826742632,701.3227388581187,415.21022881376746
88,556.3835790965129,701.3227388581187,415.21022881376746
89,555.4870241303131,701.3227388581187,415.21022881376746
90,551.33070975302,701.3227388581187,415.21022881376746
91,536.8328666362768,662.8854066946317,412.8013156491985
92,536.3581358655255,662.8854066946317,402.4643185170378
93,531.6783119629291,662.8854066946317,402.4643185170378
94,527.1884015748543,662.8854066946317,402.4643185170378
95,521.233391446982,662.8854066946317,402.4643185170378
96,511.05974540880646,662.8854066946317,379.97417989633516
97,500.7907344151934,662.8854066946317,342.82040067134847
98,488.8920365776163,662.8854066946317,342.82040067134847
99,476.9359418134029,648.9375397492338,342.82040067134847
100,475.72151211733814,629.9635125359737,351.14821175115304
101,461.9702223759589,629.9635125359737,336.58683202707294
102,464.6239744199947,629.9635125359737,336.58683202707294
103,448.0706223974298,629.9635125359737,326.33016576263003
104,449.31326229636784,629.9635125359737,326.33016576263003
105,438.29161488609003,629.9635125359737,326.33016576263003
106,428.96730679455004,623.7535656805336,307.5312943935133
107,418.6684105504059,588.0835826726097,307.5312943935133
108,406.9602413773263,573.6347250782766,307.5312943935133
109,410.1203048218034,527.4700918952334,307.5312943935133
110,407.9331586115212,527.4700918952334,310.7997550869713
111,404.6590309722498,527.4700918952334,310.7997550869713
112,399.3997595097025,527.4700918952334,310.7997550869713
113,398.0615130071763,527.4700918952334,310.7997550869713
114,395.23157971837725,527.4700918952334,310.7997550869713
115,396.2857646902768,495.5377615472991,310.7997550869713
116,395.53036962269863,495.5377615472991,313.5234747177301
117,389.793335475659,490.66378205739557,313.5234747177301
118,392.3698280276226,490.66378205739557,313.5234747177301
119,384.9477025835498,490.66378205739557,312.98973440345907
120,382.19825703777394,490.66378205739557,312.98973440345907
121,382.5818631281623,480.6847039169608,312.98973440345907
122,379.9872080704318,480.6847039169608,316.2373608756981
123,382.33611137525526,480.6847039169608,316.2373608756981
124,375.15682053129893,488.75198231297856,307.5986191494442
125,368.68522768758703,488.75198231297856,307.5986191494442
126,366.3071867806079,488.75198231297856,307.5986191494442
127,371.0238840539914,488.75198231297856,309.60184320625507
128,362.6540360199481,488.75198231297856,302.52423893456296
129,368.2503543848906,488.75198231297856,302.52423893456296
130,362.55682243400537,488.75198231297856,295.68666601160857
131,358.3029962381722,488.75198231297856,295.68666601160857
132,358.4929711461048,488.75198231297856,291.40315091300926
133,348.2757048317125,476.83326316893937,290.8469956484155
134,347.4480020456551,476.83326316893937,290.8469956484155
135,347.2438937055421,476.83326316893937,290.8469956484155
136,345.57815311699085,476.83326316893937,290.8469956484155
137,344.45410637660854,476.83326316893937,290.8469956484155
138,343.8581046540466,476.83326316893937,290.8469956484155
139,341.6860004463807,476.83326316893937,290.8469956484155
140,338.25817010864773,436.46659654579037,290.8469956484155
141,340.4842838651321,436.46659654579037,291.0407362635892
142,336.1150797751314,436.46659654579037,291.0407362635892
143,333.9035074491803,436.46659654579037,284.77880876426445
144,333.6539221201744,436.46659654579037,284.77880876426445
145,334.1569364521774,407.57728861810375,284.77880876426445
146,333.20669022978467,407.57728861810375,284.77880876426445
147,332.60396121373253,407.57728861810375,284.77880876426445
148,331.27560083980114,407.57728861810375,284.77880876426445
149,328.42559228532116,407.57728861810375,284.77880876426445
150,328.32815137011386,407.57728861810375,284.77880876426445
151,327.35930731294866,407.57728861810375,292.8469005555698
152,327.75003600752416,407.57728861810375,294.13920924296355
153,324.1168305421876,384.1987954916081,290.27379813472186
154,325.6328880416946,384.1987954916081,290.27379813472186
155,326.2027111143884,384.1987954916081,290.27379813472186
156,323.1323004297521,378.2914177855388,290.27379813472186
157,321.79969347178525,370.2270960101234,290.27379813472186
158,323.02818955591766,370.2270960101234,294.35967075700637
159,326.281244873816,370.2270960101234,299.8946083335046
160,324.3627910424929,364.1752930870032,298.63448520860845
161,324.39592582543065,364.1752930870032,298.63448520860845
162,323.7232045750136,364.1752930870032,296.1580254722739
163,321.6662152602287,364.1752930870032,294.6240602749557
164,322.37831867509465,364.1752930870032,296.1580254722739
165,323.8504850993882,364.1752930870032,296.1580254722739
166,322.9589071664188,364.1752930870032,292.94889304074803
167,321.630848565337,364.1752930870032,292.94889304074803
168,320.23709710807896,364.1752930870032,292.94889304074803
169,321.50472394715786,367.7813328301526,292.94889304074803
170,322.43218266825943,367.7813328301526,292.94889304074803
171,322.5616487601907,367.7813328301526,293.6439128632508
172,321.1775855119716,367.7813328301526,293.6439128632508
173,321.0797490624389,367.7813328301526,293.6439128632508
174,318.07073838341984,369.7990229133636,293.6439128632508
175,318.717025007769,369.7990229133636,296.1958851253936
176,317.65365804332214,369.7990229133636,285.2826446743269
177,318.20763626940624,369.7990229133636,285.2826446743269
178,316.7927395871811,369.7990229133636,284.98839356808105
179,315.5991877148173,369.7990229133636,284.98839356808105
180,314.965379478427,369.7990229133636,283.9593469244374
181,314.69560637682486,369.7990229133636,284.98839356808105
182,315.01651393330104,369.7990229133636,284.98839356808105
183,313.8681460820868,367.7813328301526,284.98839356808105
184,313.9565423163175,367.7813328301526,284.98839356808105
185,314.6941485266249,367.7813328301526,286.01712379239757
186,315.9478795257404,367.7813328301526,285.0081827240439
187,315.75684520576414,367.7813328301526,286.01712379239757
188,316.51701214904716,355.7231260576334,286.01712379239757
