Generation,Average_Fitness,Worst_Fit,Best_Fit
1,471.3730034611552,543.5547624890904,344.4149761426883
2,435.3938354829341,519.0042884236505,302.61541624016894
3,399.2734874298814,498.25528495359146,292.6636482434001
4,367.31292785886404,454.6191464861709,270.8797961883778
5,345.5778635556666,384.3444804086313,270.8797961883778
6,322.5501490589723,379.3444804086313,270.8797961883778
7,297.3448561127788,349.50387043695264,232.74838626860046
8,274.3024836691199,333.30557134735596,213.5546815691219
9,252.00393854137357,292.5500025728397,179.4475745641726
10,220.89722188590426,278.9863658283408,163.1173768737456
11,200.248517062541,256.54154774877185,151.40359610773947
12,182.48732196644514,233.9763355195215,151.40359610773947
13,163.70681019658744,209.12500628907193,127.58594139299446
14,152.052521338291,188.32154056716587,118.9817892595982
15,143.86044870432463,163.1173768737456,111.78500562117172
16,136.46644176196298,157.02951067072456,111.78500562117172
17,130.55724219737726,150.78333103524608,110.39121766897824
18,125.27683645891143,136.9634480687046,106.49152451730285
19,116.74747893226748,136.9634480687046,100.86121242675293
20,107.41385463658123,120.80163159266472,93.79558895788058
21,104.92014691059514,119.87658593407791,93.79558895788058
22,100.87522947040925,111.78500562117172,86.85320786231316
23,96.82077988260245,108.67426846304507,82.57996980554618
24,93.0261846131863,105.9815645027701,82.57996980554618
25,89.76492210129767,99.9049736287012,82.57996980554618
26,86.82085431271956,95.14242181678772,80.85123146818744
27,85.19878142012523,93.79558895788058,81.83190490796837
28,83.71229081586367,89.91140393299659,77.39139482877839
29,82.72423748466443,87.53638476231352,77.39139482877839
30,81.31595980723166,84.85734721240175,77.39139482877839
31,80.28881948236204,82.57996980554618,77.39139482877839
32,79.31496677911844,82.57996980554618,75.26312967770193
33,78.38947555847952,82.57996980554618,75.26312967770193
34,77.58892600944287,79.52764780481208,75.26312967770193
35,76.99615827941457,79.07299324935099,75.26312967770193
36,76.5751896618203,82.39139482877839,75.23860554288443
37,75.99421381321345,79.07299324935099,71.17424825903129
38,75.08804668339518,77.39139482877839,71.17424825903129
39,73.72744810804575,77.39139482877839,68.7446471362146
40,72.4416774686874,75.76055806824996,70.19638232297723
41,70.97921449069436,75.26312967770193,67.85238749851518
42,70.10962468006996,71.17424825903129,67.85238749851518
43,69.47837391698587,71.17424825903129,67.57087570264244
44,69.00095882309571,77.74779431439252,67.57087570264244
45,68.69472535025977,85.19638232297723,67.57087570264244
46,67.92663996298025,72.85238749851518,65.69754985712898
47,67.54385373599217,67.85238749851518,65.69754985712898
48,67.25079639939308,67.85238749851518,65.69754985712898
49,67.2073913923212,67.85238749851518,65.69754985712898
50,67.22327530815681,74.79164195835963,65.22688087818041
51,67.04706284896616,72.06154215390218,65.22688087818041
52,66.7655462066191,67.57087570264244,65.22688087818041
53,66.13044313101791,67.57087570264244,65.0836231242661
54,65.47954971543247,67.06154215390217,65.12228769405773
55,65.26784343513924,67.06154215390217,65.12228769405773
56,65.16098716519112,65.59295667300631,65.12228769405773
57,65.14425225573149,65.69754985712898,65.12228769405773
58,65.12437955774026,65.22688087818041,65.12228769405773
59,65.2222876940578,70.12228769405773,65.12228769405773
60,65.12228769405779,65.12228769405773,65.12228769405773
61,65.12228769405779,65.12228769405773,65.12228769405773
62,65.12228769405779,65.12228769405773,65.12228769405773
63,65.12228769405779,65.12228769405773,65.12228769405773
64,65.12228769405779,65.12228769405773,65.12228769405773
65,65.2222876940578,70.12228769405773,65.12228769405773
66,65.12228769405779,65.12228769405773,65.12228769405773
67,65.12228769405779,65.12228769405773,65.12228769405773
68,65.12228769405779,65.12228769405773,65.12228769405773
69,65.12228769405779,65.12228769405773,65.12228769405773
70,65.12228769405779,65.12228769405773,65.12228769405773
71,65.12228769405779,65.12228769405773,65.12228769405773
72,65.2222876940578,70.12228769405773,65.12228769405773
73,65.32228769405779,70.12228769405773,65.12228769405773
74,65.62228769405779,75.12228769405773,65.12228769405773
75,65.2222876940578,70.12228769405773,65.12228769405773
76,65.12228769405779,65.12228769405773,65.12228769405773
77,65.12228769405779,65.12228769405773,65.12228769405773
78,65.12228769405779,65.12228769405773,65.12228769405773
79,65.12228769405779,65.12228769405773,65.12228769405773
80,65.12228769405779,65.12228769405773,65.12228769405773
81,65.12228769405779,65.12228769405773,65.12228769405773
82,65.12228769405779,65.12228769405773,65.12228769405773
83,65.2222876940578,70.12228769405773,65.12228769405773
84,65.32228769405779,70.12228769405773,65.12228769405773
85,65.12228769405779,65.12228769405773,65.12228769405773
86,65.12228769405779,65.12228769405773,65.12228769405773
87,65.12228769405779,65.12228769405773,65.12228769405773
88,65.12228769405779,65.12228769405773,65.12228769405773
89,65.12228769405779,65.12228769405773,65.12228769405773
90,65.12228769405779,65.12228769405773,65.12228769405773
91,65.2222876940578,70.12228769405773,65.12228769405773
92,65.12228769405779,65.12228769405773,65.12228769405773
93,65.2222876940578,70.12228769405773,65.12228769405773
94,65.12228769405779,65.12228769405773,65.12228769405773
95,65.12228769405779,65.12228769405773,65.12228769405773
96,65.32228769405779,75.12228769405773,65.12228769405773
97,65.12228769405779,65.12228769405773,65.12228769405773
98,65.12228769405779,65.12228769405773,65.12228769405773
99,65.12228769405779,65.12228769405773,65.12228769405773
100,65.12228769405779,65.12228769405773,65.12228769405773
101,65.12228769405779,65.12228769405773,65.12228769405773
102,65.4222876940578,80.12228769405773,65.12228769405773
103,65.12228769405779,65.12228769405773,65.12228769405773
104,65.12228769405779,65.12228769405773,65.12228769405773
105,65.12228769405779,65.12228769405773,65.12228769405773
106,65.12228769405779,65.12228769405773,65.12228769405773
107,65.12228769405779,65.12228769405773,65.12228769405773
108,65.12228769405779,65.12228769405773,65.12228769405773
109,65.2222876940578,70.12228769405773,65.12228769405773
110,65.12228769405779,65.12228769405773,65.12228769405773
111,65.12228769405779,65.12228769405773,65.12228769405773
112,65.12228769405779,65.12228769405773,65.12228769405773
113,65.12228769405779,65.12228769405773,65.12228769405773
114,65.4222876940578,80.12228769405773,65.12228769405773
115,65.12228769405779,65.12228769405773,65.12228769405773
116,65.12228769405779,65.12228769405773,65.12228769405773
117,65.2222876940578,70.12228769405773,65.12228769405773
118,65.12228769405779,65.12228769405773,65.12228769405773
119,65.2222876940578,70.12228769405773,65.12228769405773
120,65.12228769405779,65.12228769405773,65.12228769405773
121,65.12228769405779,65.12228769405773,65.12228769405773
122,65.12228769405779,65.12228769405773,65.12228769405773
123,65.12228769405779,65.12228769405773,65.12228769405773
124,65.2222876940578,70.12228769405773,65.12228769405773
125,65.4222876940578,75.12228769405773,65.12228769405773
126,65.12228769405779,65.12228769405773,65.12228769405773
127,65.2222876940578,70.12228769405773,65.12228769405773
128,65.4222876940578,70.12228769405773,65.12228769405773
129,65.4222876940578,70.12228769405773,65.12228769405773
130,65.32228769405779,70.12228769405773,65.12228769405773
131,65.12228769405779,65.12228769405773,65.12228769405773
132,65.12228769405779,65.12228769405773,65.12228769405773
133,65.12228769405779,65.12228769405773,65.12228769405773
134,65.12228769405779,65.12228769405773,65.12228769405773
135,65.12228769405779,65.12228769405773,65.12228769405773
136,65.12228769405779,65.12228769405773,65.12228769405773
137,65.12228769405779,65.12228769405773,65.12228769405773
138,65.12228769405779,65.12228769405773,65.12228769405773
139,65.12228769405779,65.12228769405773,65.12228769405773
140,65.12228769405779,65.12228769405773,65.12228769405773
141,65.2222876940578,70.12228769405773,65.12228769405773
142,65.12228769405779,65.12228769405773,65.12228769405773
143,65.12228769405779,65.12228769405773,65.12228769405773
144,65.12228769405779,65.12228769405773,65.12228769405773
145,65.12228769405779,65.12228769405773,65.12228769405773
146,65.2222876940578,70.12228769405773,65.12228769405773
147,65.12228769405779,65.12228769405773,65.12228769405773
148,65.12228769405779,65.12228769405773,65.12228769405773
149,65.12228769405779,65.12228769405773,65.12228769405773
150,65.12228769405779,65.12228769405773,65.12228769405773
151,65.12228769405779,65.12228769405773,65.12228769405773
152,65.2222876940578,70.12228769405773,65.12228769405773
153,65.12228769405779,65.12228769405773,65.12228769405773
154,65.2222876940578,70.12228769405773,65.12228769405773
155,65.12228769405779,65.12228769405773,65.12228769405773
156,65.12228769405779,65.12228769405773,65.12228769405773
157,65.32228769405779,75.12228769405773,65.12228769405773
158,65.12228769405779,65.12228769405773,65.12228769405773
159,65.12228769405779,65.12228769405773,65.12228769405773
160,65.12228769405779,65.12228769405773,65.12228769405773
161,65.12228769405779,65.12228769405773,65.12228769405773
